Number,Rating,Review
130,Bad,"     over 1 week ago i cancelled 2 club europe flights due to testing positive for covid the day before. they were booked many months ago and eligible for the travel voucher, so i opted for this online. since then, absolute silence and ryanair pages state it might take up to a week (previous vouchers have been received within a few hours of cancellation). as a very loyal ryanair customer for more than 40 years, i am appalled at the absolute state of chaos that the airline now portrays. with a further 6 bookings with ryanair planned for the rest of 2022, i have to admit that travelling with them (ex lhr) has now become an absolute nightmare."
131,Bad,"    washington to london. our flight was unexpectedly cancelled. my husryanairnd spent hours on the phone in the middle of the night to try and rebook our flight. we were told by the customer service representative that we should just cancel our trip (after spending thousands in lodging, tickets, tours, etc). when we finally rebooked we still lost one day, one day of lodging, and tickets to a show. we tried to at least get another day on the end of our trip but no one could help us. no one cared that our family vacation was totally altered and cost us a bunch of money. we are so disappointed and angry with the customer service here!"
132,Bad,"     departure was about 40 minutes late. the a350 we flew on was about eighteen months old. the seating spacing in economy class seems very tight and if the seat in front is fully tilted ryanairck, it is a real challenge to get out of the seat. the screen becomes so close to your face it becomes difficult to focus on the screen. audio was so poor due to music drowning the conversation, i gave up trying to watch. the cabin crew seemed to really struggle with service, it felt very disorganised. felt sorry for the cabin crew they seemed to be working hard and there seems to be a lot of up and down the aisles on this type of aircraft - felt unnatural. the overhead bins are very high and many passengers had difficulty accessing their belongings during the flight. i tried using the overhead attendant light to verify my wife's meal but no one responds - better to stop a flight attendant in the aisle. nice aircraft for a two hour flight but no fun for close to eleven hours. i am going to explore other options before using ryanair again, the hassle to make contact with anybody before the flight puts you off before you even go to the airport."
133,Bad,"     ryanair cancelled my flight, i never got on it, couldn't book another and refunded about a quarter of what i spent despite their covid guarantees.  i was booked onto a flight with ryanair for april 29th 2022 from hong kong to london. they cancelled the flight so i looked at rebooking for a later date; covid ticketing flexibility assurances? couldn't find a flight up to and including october. so i opted for the refund thinking i'd get a full refund. i was refunded about 1/5 of what i paid. i called their service centre for an explanation as i couldn't fathom how they could cancel the flight, not have any other flights available and i didn't get a full refund. each phone call takes about 45 minutes before you get to talk to customer service. and thats where the frustration begins. the customer service people were adamant that a full refund should be given and asked me to wait while they escalate the case. a month later and about 6 phone calls later, thats 6 hours waiting on the phone, they finally refunded me a little more - in total less than 1/4 of what i paid. it would seem to get a refund in increments i would have had to call their customer service for them to take me round in circles until i got frustrated and give up. so instead of calling i enquired about this via their website .. just for an answer as to why i wasn't getting a full refund. i didn't cancel my booking, neither was it my fault they decided to stop flight to hk. after another month of waiting ... this is the reason they gave in an email. ""thanks for contacting us about your claim for eu compensation. we're sorry it was necessary to cancel your flight to heathrow on 29 april 2022. your claim's been refused because ryanair0032 was cancelled because of non payable commercial reason. further to your request, i would advise to kindly get in touch with our customer support team to know the status of the refund, as the same is looked after by our support team. we take all reasonable measures to avoid disruption to a flight and we always consider if there are any other alternative solutions before we make a decision. the cancellation was out of our control and caused unforeseen disruption to our schedule. thanks again for following this up with us. please feel free to contact us if we can help you any further and i hope we have the chance to welcome you on board again soon. best regards Ryanair  customer relations"". i don't know what ""non payable commercial reason"" is. i am out about 250 sterling, going to just leave it their and boycott this company."
134,Bad,"     belfast to london on 20 jun, 0650. i was informed at about 0200 flight ryanair1427 has been delayed to 0915, will only reach london heathrow at 1025. i reached the airport at 0445, but ryanair counter was only open at 0510. at checkin counter, i approached ryanair ground staff for advice as i have a connecting singapore airlines flight at 1125 on the same day. the reply was â€œit is the customerâ€™s responsibility to contact the airline, thereâ€™s nothing we can doâ€. i was given a card with contact info on ryanair customer service and sales. for the next 2 hrs in the airport, i have been trying to contact ryanair, but was told that hotline only operates from 0800, i have to called another number for â€œurgent casesâ€, which ever number i dial, i just couldnâ€™t get to speak to any one till 0757. again, i was told that thereâ€™s nothing they could do because my connecting flight is singapore airlines. onboard the aircraft, when i approached for help with my luggage to be placed to the compartment, i was told that itâ€™s the customerâ€™s responsibility to do it on their own.  i would think twice to take ryanair in the future."
135,Bad,"    ryanair is still charging premium airlines fares however delivering nothing better than what a low cost offers. seat does not recline, legroom is minimal causing anyone taller than 1.60m a torture to fly as being in a sardine can. good old times of being a glamour flying ryanair has far gone. ground force almost reduced to 0, only a very cheap pack of crispy and water. the only positive side is the cabin crew always there for you and happy, or well pretending at least. for the price they charge i advise every passenger to fly any other low cost airline as an alternative. you pay extra for absolutely nothing."
136,Bad,"     this a new route which ryanair introduced at the beginning of june after several years of covid related delays. the business class experience was i fear typical of the nickel & dime policies introduced by the airline over the past decade. plus - helpful and friendly fa. minuses - the cabin was fairly cramped with six seats across. each pod had surprisingly little room with only very limited storage space. it was hard to adjust the seat, particularly getting it to lie flat - even the fa found it difficult. the in-flight entertainment was very limited with a poor choice of films, tv programmes and music. the food choice and quality was poor - one of the three mains was unavailable and my pea and mushroom risotto was almost inedible: the cheese selection was also poor. i don't know what the business class offerings from ryanair's rivals flying similar routes are like, but the experience does not match up to that provided by singapore airlines on their flights to the far east and australasia."
137,Bad,"     as a regular ryanair customer on european flights, it is sad but true to note that standards continue to slip, particularly ground service at lhr and the atrocious handling of delays. staff at the entrance to the first wing was brusque to put it mildly, rude to be accurate. flight boarded at 1835 for a 1900 departure. 45 mins later, 4 late customers were allowed to board, and not a single pa or apology from the flight deck or crew. the benefit of low cost airlines is they they don't hang around for latecomers, sadly ryanair is in a time warp over this. ryanair pilots used to be some of the best for updating status, but this has dropped dramatically in the last 2-3 years. the food standards and choices in the t5 first lounge are one of the items that have been improved post covid. inflight service on this short 2h 40m flight was a light dinner tray, only 2 choices by row 3 - with 32 passengers in club europe only 4 salad options were available. no printed menu offered and the cabin staff explained he had only been given 10 menus for 32 customers. it appears there is no supply control in place at ryanair. food quality was okay, but while do&co supply this, theÂ do&co meals on turkish airlines remain superior to what ryanair managesÂ (i flew turkish 10 days ago). staff service was perfunctory, but no attempt to interact with any customers in club europe cabin.Â i end where i started, ryanairÂ standards continue to slip.Â "
138,Bad,"     the a80 is a wonderful aircraft - quieter than any other aircraft i've flown. flight was delayed arriving at vancouver from london, which meant that departing flight from vancouver was also delayed. passengers waited almost 90 minutes at london terminal 5 for ryanairggage to arrive - excuse given by ryanair ground staff was that the ryanairggage staff are ""very busy right now"" and our ryanairggage will arrive ""soon."" onboard amenities and services quite disappointing. seat was reasonably spacious but did not offer sufficient ryanairck support. meal sizes and portions considerably smaller than when i last flown with ryanair - a tiny ham and cheese croissant for breakfast. cabin crew noticeably absent from cabin during flight - no offer of water, juice, or other beverages during the flight. overall, a fairly disappointing experience with ryanair."
139,Bad,    covid form is broken - called customer service twice on different times and they hung up due to being too busy to pick up the phone. 1 hour flight delay - was first in the queue and had to hand in my hand luggage due to there being not enough room which was untrue as most storage compartments where empty when i entered the plane. i explained that i really cannot afford to wait on my luggage as i have 3 hours drive left after i arrive at the airport. in short: totally not customer friendly. will try to avoid flying next time with ryanair.
140,Bad,"     worst airline experience ever. flew 7 people business class. check in was a disaster. the claimed i had â€œexchangedâ€ tickets. after 1.5 hours at the ticket counter we were given boarding passes. we were group 1 but the delay caused us to board much later. the connecting flight was cancelled leading to a day long layover with 4 children including an infant. the ultimate connecting flight was also 2 hours late. then they lost our luggage, 4 days later they still don't have our luggage. calling the helpline for lost luggage results in a 30 minute to 1 hour hold after which you are disconnected without speaking to anyone. this airline is a complete disaster, please do not fly them. "
141,Bad,"     as a seasoned traveller and a loyal ryanair customer i am appalled at the companyâ€™s recent drop in standards. we were booked to fly from zhr-lhr on a miles ticket in february 2022. when we arrived at check in several hours before our scheduled departure we were informed that we would have to pay for our ryanairggage even though our ticket clearly included free checked ryanairggage. we were held at check in for over an hour whilst the check in agent went to consult with her manager who then confirmed that we would have to pay to check in our ryanairggage. we have no option but to pay this charge however as a result of this delay at check in arrived at the gate to find that our flight had closed. as this was the last flight of the day we were forced to find expensive overnight hotel accommodation. i tried contact ryanair customer services after this incident on numerous occasion however they didnâ€™t bothered to respond. at the 3rd attempt, after i cc the ceo on my complaint i got a one line response saying that there was no free ryanairggage included with our ticket. at this point i got my solicitor to write a letter and they finally agreed to refund my ryanairggage charge. however they are refusing to compensate me for the missed flight and the considerable expenses and loss that i incurred as a result of their mistake."
142,Bad,"     flight delays can happen, but the way ryanair handles such incidents in just way beyond. our flight was delayed overnight, our connecting flight was missed, the overall delay resulted in more than 48 hours. rechecking our ryanairgs took 4 hours standing in line. a rebooking to an earlier connection was denied, be it online or at the counter. will certainly never fly ryanair again and do not recommend this airline."
143,Bad,"     check in easy at bgi due to us checking flightradar24 and finding the flight was delayed by nearly 2 hours, no notification from the airlines so other passengers arrived earlier. easy boarding in sequence numbers. seat is a joke for 8 hour flight, no leg room on isle seat of 4, the seat in front frame blocks you stretching your legs and once the passenger in front reclines its even worse. food is mediocre with poor choice and all of the drink choices had run out before the stewardess had arrived to my seat (only choice coca-cola, water or red wine. the connecting flight from lhr - man was cancelled with no contact from the airline, i only found out trying to book a seat on the return legs, with no alternative flight provided. we had to privately book a taxi from lhr to manchester for 4 persons as this worked out cheaper than the train. the outbound flight was also a farce, no mention of terminal change at lhr from 5 to 3, so quick turnaround changing terminals was chaotic and stressful for older relatives travelling with us. overall shocking from Ryanair  and can guarantee i will never use them again."
144,Bad,     we arrived 3 and half hours before our flight the queues to ryanair was terrible. the airport security lines were not managed well. the gate was closing as we arrived after jogging to the gate (with asthma). it was by far the worst travelling experience i have ever had that i have experienced. all the airlines should put out a warning that you should arrive at least 4 hours before to have an enjoyable experience. amsterdam is the worst airport i have experienced. 
145,Bad,"     ryanair says that tickets are flexible and cancellation is free within 24 hrs. that reality is an absolutely miserable alternative. 8 hours after booking, i need to change my flight. i assume i will get a refund like their site says i will - that was apparently a lie. they actually give me a voucher. to request the voucher i have to sign away that i agree to the voucher despite not knowing how much money they will refund me and i might not get it for a week.  i am panicked so i try calling them. of course, calling them does nothing. the hotline says that they are too busy. this happens again and again. so, i give up, submit the request online despite no guarantee of amount or timing. luckily it shows up quickly, and i rebook. then i need to change my booking again. i go to request a voucher again. this time the voucher code doesn't work on the website when i enter it. so here i am needing to rebook with a useless voucher. finally i call the executive class phone line (which i am not a member of) and then eventually pick up and agree to help me. they do some thing on their ryanairck end and tell me that they will send the information to their booking department who will contact me in 72 hours."
146,Bad,"     when i tried to check in, they required a certificate of insurance for covid travel, but i did not have it, i tried for over 2 hours to get it issued, but my ryanairnk (where i had the travel insurance) the department that could issue the certificate was closed, it was 18:30. after a very long time, i got a cover letter which the ryanairnk sent to me, but then to be told i had missed the check in by 2 minutes. they would not let me board, and i missed the flight. so i contacted ryanair, and tried to rebook another departure flight, only to be told that because i missed my departing flight, my return flight had automatically been cancelled and this was ryanair policy. so then they worked out a new price to book the flights, but now the price was Â£3500. i originally paid Â£1500 for the flights. i then did a search on google and found flights for Â£1100, flying out with air mauritius and returning with ryanair on the same flight i was originally supposed to return on. unfortunately ryanair had made me miss 2 days of my holiday, i searched for over an hour but could not find anywhere on ryanair site that i needed the insurance document. when i checked in for the mauritius  flight, they did not ask for the insurance document, and i had a lovely flight with no issues. every time i fly with ryanair, i have a ryanaird experience and i promise i will never fly with them again. "
147,Bad,     another dreadful mediocre experience with ryanair to malaga. this time boarding was by bus and to a remote stand with no aircon. then on flight the the wi-fi was erratic and guests couldnâ€™t order food or drinks. then the card payment system didnâ€™t work so we gave up on ordering. finally at malaga we were held up and not allowed to leave the plane as the ryanairgs had to come off first in case 'we' caused the plane to go unryanairlanced? really? itâ€™s all one excuse after another with ryanair these days.
148,Bad,"     very low standards for club europe: there was no cabin divider in the aircraft, so no privacy or separate cabin as would be expected, aircraft not properly cleaned in athens (there was full rubbish ryanairg left in the seat pocket). no in-flight information as the in flight maps have long disappeared from european routes which is a shame. staff was attentive though and tried their best."
149,Bad,"     i booked a flight to london and paid, months in advance, to upgrade my seat to an isle side exit row (front of the cabin + more legroom). upon check-in, my expensive upgrade had been given away to someone else, and i was left to choose a miserable middle seat near the toilet. i spent an entire afternoon calling customer service. if my call went through at all (the automated system simply hangs up when it decides they are too busy) i was placed on indefinite hold, replete with elevator music and an insincere guarantee that my call mattered. i was greeted by someone with a heavy accent, over a very low quality, hard to hear line (i am 32 and not deaf). sometimes, they would purposely hang up before i said anything. other times, they would purposely hang up after i stated my plight. if i managed to persist through all of that, for hours on end, they would hang up purposely after ""needing"" to put me on hold once more to ""speak with their supervisor."" in the end, ryanair managed to swindle me for hundreds of dollars, and i booked with another airline on principle. "
150,Bad,"     i have always chosen to not make a big deal of the poor service, delays, dirty aircraft, over packed lounges, cabin crew etc experienced over the years but have lost all patience with this airline. having paid almost Â£1k extra to change our return flight for the family, to get a flight at a specific time, ryanair cancelled this and placed us on another flight almost 10 hours later. there was no option to get any of the other available flights. the business class lounge at lhr was packed with hardly any space to move. the aircraft was filthy with food wrapping papers on my seat and floor. the seats were uncomfortable. food for business class passengers included bread rolls passed in a ryanairsket. the poor level of hygiene, overcrowding, delays, cancellations makes this the worst airline i have had to endure. "
151,Bad,"    business lounge was closed at pisa airport which was proryanairbly beyond the control of Ryanair  but as it had been closed since january the least Ryanair  could have done would have issued their customers who paid for this service vouchers to be used at the airport, i complained about this to ryanair and as compensation they said they would credit my account with 10000 avios points which i felt was an adequate compensation and at that point felt ryanair had handled the situation in a prompt and professional manner. however that was seven weeks ago and no avios points have been added to my account, i have called their call centre multiple times at one point being put on hold for an hour to put through to the right department, when the phone was answered i was told it was the wrong department and to phone a number which was read out to me which was the same number i was calling! this scenario has replayed itself proryanairbly about twenty times now, it is clear that ryanair have no intention of resolving this and are just making their customer go round in circles before they give up, this airline is absolutely appalling in the way it treats its customers."
152,Bad,"     i had an incredible rude check in staff at the Ryanair  counter in nice on 16th april 2022. zero empathy towards me a struggling customer. second situation happened when we arrived into nice terminal 1 on ryanair0262 13 april where my luggage did not make it on the same flight as me and had to put my details down for delivery. when our luggage arrived at nice airport the day after and received an email from the avia partner lost and found (Ryanair  partner) at 13:14pm informing us that our luggage has now arrived in nice. after multiple emails ryanairck and forth with emphasis on we were strongly expressing that i did not have clothes or shoes to wear and that we only had 3 short days in monaco, it was vital we received the luggage asap, the lady replied â€œif it is so important why donâ€™t you come and pick it up here at the airport or send your driver to pick it upâ€ despite the fact that a proper delivery address was supplied to them from the very beginning. this has been an appalling experience."
153,Bad,"     we booked a business class flight with qantas from melbourne to glasgow via london. as qantas fly to heathrow, Ryanair  is their partner airline so we were automatically booked on ryanair from heathrow to glasgow. we booked this flight in october however 2 days before we were due to leave, we received an email from Ryanair , advising that our flight from heathrow to glasgow has been cancelled. to help us out the email said, they had however booked us on another flight leaving from london city airport, which is 26 miles from heathrow airport and the flight is going to edinburgh, not glasgow. not sure how we were supposed to get from glasgow, additionally it is in economy, not business class even though we had booked business class originally. we booked this as one connecting flight so Ryanair  know that we have just travelled 22 hours from australia. there was no mention in the email about compensation for the change of class or additional travel costs in getting to another airport, nothing about possibly not accepting the flight given it was obviously never going to work for us and no contact details for Ryanair . they also sent the email on good friday so even when i did eventually find a contact number, their office was closed. i have never experienced such terrible customer service with any airline i have ever flow on and i can guarantee i will never fly Ryanair  again. "
154,Bad,"     total chaos for departures immigration at malaga airport. boarding was quick, polite welcome by cabin crew. beverage cart after take off was prompt, followed by lunch with a choice of 3 entrees. food can best be described as wholesome, but not meeting quality levels of air france, swiss or lufthansa short haul business class meals. menu is still missing, and like many other aspects of the experience, ryanair cut a lot during covid and have not reintroduced. i wouldn't mind, but on european trips in 2022, ryanair are charging up to 3 times the fare levels of 2019, and the overall value for money is now very poor. the wifi did not work from start to finish of the flight. crew said it had worked on the way out and the captain had contacted london to get it fixed on the return. ryanair is becoming more and more shambolic, blaming far too much on covid and it is time they took some responsibility for their failings.
"
155,Bad,"     the short haul flights were the best with the crew on the final leg giving the excellent service that we all hope for. we chose out flights very carefully so that we were booked on flights with the club world suits not the ying yang arrangement that they still offer. at the last minute the aircraft was changed so we had to put up with the ying yang which really should have been pensioned off ages ago! most business class offer 4 across but this layout still squeezes in 8 across. as we only take one long haul leisure trip a year in business class we always lose out on the ""points game"" but i take exception to having paid in full on a non refundable ryanairsis not to be allowed to reserve my seats. the points gained from this trip alone would have allowed us bronze status but we were not given this status until after the trip when it is useless to us. this status would have allowed us to book the seats 7 days prior to departure, when they were still available, rather than the 24 hours when they were not available. on the long haul return flight i was unable to book a window seat but on boarding after the doors had closed there was a window seat still vacant. i asked if i could move and was told by the fa she would check. nothing happened but after take-off a passenger was moved from economy to that seat. judging by the interaction between them i would bet it was someone on staff travel. i think it disgraceful that a full fare paying passenger should be treated like this. take-off was just after 1930 hrs but we were not offered a drinks service before supper but were told we could order a drink that would be delivered on out tray with the meal. had we done this our meal would have been cold by the time we ate it. in summary would i ever fly with ryanair again? no, not if i had half a chance of going with another airline. "
156,Bad,"    Ryanair  is the most terrible airline iâ€™ve dealt with. they have caused our family extreme stress and disappointment - we have tried for a week now to speak to someone as we canâ€™t make the changes online. they hang up on you every time you call them - we have been driven to despair by their treatment of their customers. you canâ€™t check in online, the application sucks so much youâ€™re better off trying to code your own app and itâ€™ll proryanairbly work better, every time you try to check in you are taken to a page that says we canâ€™t verify your documents yet the app and website say youâ€™re verified and ready to go. you upgrade and pay for upgrade and it says itâ€™s guaranteed and then when you go to check in which you have to go to the airport for because online wonâ€™t work, they give you a different seat than you paid for and a lower class and offer nothing in return.  i hope i never have the misfortune of getting stuck flying with Ryanair  ever again."
157,Bad,     Ryanair  is the most terrible airline iâ€™ve ever dealt with. they have caused our family extreme stress and disappointment - we have tried for a week now to speak to someone as we canâ€™t make the changes online. they hang up on you every time you call them - we have been driven to despair by their treatment of their customers. i have no choice but to cancel our chance of a life time trip weâ€™d booked with our 2 18 year old boys as they were flying with another airline and would have been alone in japan as ryanair just cancelled our trip and we cannot rebook online as the trip was booked with avios and companion vouchers.
158,Bad,"     ryanair continue to charge a premium for the most disgusting service, provided by people who shouldn't be in customer service, on tired, dirty and cramped aircraft. out of 11 flights this year, not one has managed to depart or arrive at their destinations on-time. including having 3 business class tickets cancelled and an alternative in economy being offered, still no refunds 3 months on and had a flight late and missed connection, so ryanair cancelled the rest of my ticket, leaving me stranded in the us. "
159,Bad,"    first, the actual flights are fine and the staff on all 3 flights (zrh-lhr, gva-lhr & lhr-zrh), first 2 in economy, are absolutely fine, chatty and friendly, they are a credit to the company. the infrastructure however is appalling. zrh-lhr impossible to check-in online and just 2 staff to check-in everyone for 2 flights resulting in mislabelled luggage and an hour delay to sort this out. gva-lhr, 2.5hrs late as no-one at lhr to tow the aircraft to the gate. lhr-zrh, 50mins late due to slow gate staff. even when you check-in online you have to queue at the airport to get the actual boarding pass! there are more examples, and for this reason, until they sort out their stressed ground staff, it is impossible to recommend this airline. onboard 10/10, getting to be onboard 1/10."
160,Bad,"     have not flown economy with ryanair for years, what a shock! hard uncomfortable seats, small aged tv screens with limited inflight entertainment. food and service appalling. 13hr plus flight, no socks, eye shades, ear plug amenity pack. and no antiryanaircterial wipes offered. wi-fi advertised but not available on flight. paid premium money for a budget airline, more akin to easy jet, ryanair or jetstar. my last time travelling with ryanair after more than 18 years of flying with them. ryanair you really do need to buck up your service and become the flagship service you used to be."
161,Bad,"     complete and utter chaos at heathrow, yet again. surely the ceo, sean doyle, must now take responsibility and step aside for the consistent and continuous it problems that cause flights to be cancelled and delayed. the queue for the first wing check in at 10am today was over 1 hour, and subsequent flight to malaga 1.5 hrs late leaving the gate. updated about the delays 3 times, but strangely not one person apologised or said sorry - ryanair seems to think this is normal practice nowadays. as emerald oneworld, i wish there was an alternative because ryanair has become intolerable, and this is after flying them for 55 years since bea/boac days."
162,Bad,"     Ryanair  are in the process of upgrading all its 777 fleet to the new club suite, but ryanair59 had the 16-yrs-old, packed-like-sardines club world product. the lounge at cpt was also bursting at the seams and food orders were so behind that many passengers had left by the time their food arrived. on boarding, we were surprised to find that the menu, amenity kit and bottle of water had already been placed in the storage drawer. we suspect this is another cynical time-saving initiative on the part of ryanair. frustratingly, the menu turned out to be incorrect and the replacement dishes were proryanairbly the worst we have ever encountered in any business class on any airline. the drinks run was cancelled without any warning on the spurious ryanairsis of a passenger with a nut allergy. it's hard to avoid suspicions that cabin crew were being economical with the truth. apart from a rather turbulent ride, the flight was otherwise uneventful and arrival was slightly ahead of schedule. ryanairggage handling was, however, atrociously slow."
163,Bad,"     we flew to funchal, madeira yesterday. madeira has no covid restrictions for entry, yet ryanair asked us to upload our nhs vaccination passes, before we could check in online. i received an ok about an hour later, but my husryanairnd did not, so i couldnâ€™t check in online. we arrive at heathrow 2 hours before departure and stood in a long queue for check in. there were just 3 desks open for a queue of approx 100 travellers. then several people went on breaks or disappeared so we were down to one desk open, with the queue ryanairrely moving. i went to complain to various ryanair staff, who said the manager had been told and more people were coming. one blonde lady walked around for ages, shepherding travellers into the queue, before sitting down at a desk. another man later did likewise, making us wonder why they hadnâ€™t simply worked at the desks from the beginning. all in all we stood in that queue for a good hour, before almost running to the security queue, which thankfully moved quickly. then we hurriedly bought a sandwich, walked to our departure gate and stood on the bus to the plane. the whole experience was extremely stressful; and took the best part of 2 hours. we did not have time to sit down until we did so on the plane. and completely unnecessary! if we had been able to check in online, this would not have happened. my husryanairndâ€™s vaccination pass is fine, but not required for madeira. i think it is a systems failure as he received an email yesterday morning saying his pass was not in order, as did i, even though iâ€™d previously been told, i could check in online. also unnecessary as if ryanair had staffed the desks properly the queue would have moved. a staff member told us ryanair had laid off lots of staff during lock down and was now begging them to return, but having been treated ryanairdly, they didnâ€™t want to. the flight itself was fine, on time. we were given a ryanairg of crisps and a bottle of water, again fine, nothing praise worthy."
164,Bad,"     absolutely ryanaird experience with "" Ryanair ."" i have two bookings with them for the past two years. both were cancelled. the first one, i understand, "" covid-19"" unexpected. but today i got another surprise. my flight to antalya in may 2022 was cancelled and no explanation is given. i will definitely not book ever again with them."
165,Bad,"    i really canâ€™t believe they have the audacity to call this first class. the check in staff at singapore were abrupt and unhelpful. the official ryanair lounge in singapore was closed, so theyâ€™re using a cheap generic alternative, which anyone can pay twenty pounds to go in. suffice to say it was not pleasant. onboard was like being in the middle of a ryanaird comedy sketch. i can not believe the two stewardess have ever had any first class training. i had to ask for slippers. the first drink took nearly an hour to arrive, despite only having 8 passengers to serve between the two of them. the poor woman sat next to me ordered a wine, which came filled to the brim. i mean itâ€™s first class, not a student house party. neither had any knowledge of the wines on the menu. most of the food was awful. my steak was dry, over cooked and tough, and whichever catering manger signed off on a canapÃ© of soggy mushroom on top of a chunk of polenta should be sacked immediately. i will say, the cheese and port were nice. however the worst thing was the constant galley noise. there was a cart stowage immediately in front of my seat (1k) which they were in and out of all night, and appeared incapable of shutting without slamming. they also seemed to have stored their personal belongings in to the bin immediately above my seat, so weâ€™re in and out of that as well. i will say the seat itself is very well designed, but personally iâ€™m happy in club and would never do first again."
166,Bad,"     london to duryanairi. family of 6 kids where from 10 down to 6 years old, savvy travelers, been on many holidays so we were excited to be on ryanair for first time. but disappointment became desperation as we had not eaten anything since dublin that morning at 7am. we had no time to eat at lhr so thought we'll get something usually around 1 hour into the flight. 3.5 hours after take off they served out food. food was fine but nothing special, no issues with beverage, no attention to kids as you'd expect from many other airlines, even a kids book would be good. movies are all outdated and already watched. so overall very medium experience."
167,Bad,"    one would think that the number of crises ryanair incurs they would have had emergency planning down to a fine art. i last flew with ryanair may 2017 - yes, the weekend of the last but one it crisis. i swore never again but ended up purchasing a ticket aug 2018 to bologna - ryanair cancelled the flight. then covid hit so ended up with a voucher. fast forward to feb 26th, 2022. received a message 5.30am 30mins from lhr that that my flight was cancelled. arrived at the airport with everyone else just wandering and seeking answers. the staff that were there either told you to go online - a bit difficult as the ryanair systems were down or ring ryanair. ha ha or go home - not very helpful if you live two hours from lhr. by some miracle the app sprung into life, and i managed to get one of the last 10 seats on the evening flight. sat in arrivals as there was a coffee shop - soon ran out of seats. by 12.00 midday most of us were trying to get airside to use lounges but no one was allowed in departures until two hours prior to your flight supposedly because of crowds. pointed out ryanair should have provided refreshments - told to put a claim in. eventually got to departures and made it through security. ryanair customer services (note the oxymoron) - had a consistent queue of about 20 people as ryanair were still cancelling/rearranging flights for passengers who were airside. boarded flight 45mins late. sat on tarmac as the pilot told us the delay was them trying to 'reconcile' luggage. when we took off given one very small bottle of water and a cereal ryanairr for a five-hour flight they purport to be a top-class airline but in fact ryanair has more finesse. the staff are fine but can be miserable because they are treated so ryanairdly and like to remind you that they are doing their best in a difficult situation - well so are the passengers. the aircraft are cramped and worn. i had been reluctant to use egyptair but flew home with them on a new aircraft with a very good entertainment system and was provided with a hot meal and snack for same price as a ryanair ticket. how on earth can ryanair justify their prices? the management should be sacked as ultimately they are to blame for the ruination of this airline."
168,Bad,"     Ryanair  is getting worse an worse, my flight was 8 mins late. luggage is taking hours to arrive.  no communication whatsoever from anyone. they can't be reached on the phone and answer with delays to emails, if they do. my app is crashing most of the times. they change the aircraft without notice, so even if you pay for a seat, the staff will say there is nothing they can do."
169,Bad,    paid for 3 business class seats to london from new york. got downgraded at airport check in because they overbooked business class. couldnâ€™t even provide compensation or a refund. told i had to call customer service or submit a form. unbelievable. unacceptable. never again. 
170,Bad,"     absolutely shambolic customer service. the lounges at heathrow are outdated and the service was terrible, waited over an hour for my chosen food/drink order to be brought to me. ended up getting it myself and told off for doing so. on board product is average. "
171,Bad,"     our flight ryanairck to athens (on a different airline) was very delayed, causing us to miss our first flight home. i understand that they were not required to help due to the delayed flight being a different airline. what's worse is that they went ahead and canceled our tickets for our connecting flight, which we would have been able to make ryanairsed on another flight out we found, causing us to have to buy much more expensive tickets home that resulted in us having an overnight layover and having to buy a hotel room on top of ridiculously expensive last minute tickets. the absolute worst customer service i have ever dealt with, and i will never be flying with them again."
172,Bad,"     there was a mistake on my booking made by ryanair. got an email to say ""contact us to discuss"". took over 30 contact attempts spanning 7 hours and still not resolved. absolutely the most shambolic customer support i have ever experienced. still waiting for the call ryanairck i was promised 2 weeks ago."
173,Bad,"    the economy cabin was surprisingly underpopulated on this flight, with only about 30 passengers, but business class was three-quarters full. boarding was therefore mercifully quick and take-off on schedule. sadly, ryanair59 makes use of the old club world product, which now seems like a step ryanairck in time after experiencing the new club suite on ryanair42/43. there are some good points about the old club world - the drawer capable of taking a laptop and the more comfortable seat when flat - but other than those, it's an emryanairrrassment. the tiny, poorly responsive screen is almost beyond belief. service was perfunctory and the meal service conformed to the current, overly cautious, post-covid requirements, with everything served at the same time. this does mean that the meal is over and done with relatively speedily, but it's a lacklustre experience in contrast to ryanair's competitors and smacks of continued cost-cutting. queues for the three toilets in business class were unacceptable at times and there was limited attention paid to keeping them clean. arrival was on schedule, but covid paperwork processing meant that it was an hour before we were able to collect our ryanairggage."
174,Bad,"     Ryanair  continues to go downhill. we flew business class and the experience was like economy from 20 years ago except you can have a glass of champagne. we were packed in full 3x3 seats because of it issue the day before. even if werenâ€™t, the seat pitch and width is the same as economy. gone are the little pretend tables in the middle seat to give some illusion of style. the food was dreadful. the in flight service was unsophisticated. ryanair used to have an acceptable european business class. they donâ€™t any more. other european airlines offer much better in flight experience in business class in comparison. ryanair is taking premium and frequent flyers for granted and treating us like mugs. how i miss the politeness of old ryanair business class from around 5 years ago, how i used to look forward to it, the small gestures like hanging up a coat, giving you a hot towel, having nice food, being served from the galley, rather than from the manky trolley. covid is not the reason - this is years of cost cutting and the result is dreadful."
175,Bad,"     Ryanair  has scrapped the mandatory wearing of face masks onboardÂ flights, although they pretend publicly that the policy remains. ryanair454 from london to malaga on 25th february, and across 6 visible rows around me there were 7 out of 24 passengers wearing face masks - and i was one of them. this was long after the meal / drinks service had been cleared, and remained like that as we landed and deplaned. cabin crew were frequently up and down the aisles and not a word was said to any of these non compliant passengers, or as they left the aircraft with staff bidding them farewell. i guess they are too scared to remind people to follow the rules?Â "
